enroll_session,test_session,enroll_emotion,test_emotion,transition,region,theta_power_drift,alpha_power_drift,beta_power_drift,gamma_power_drift,total_psd_drift,variant,seed,EER,AUC
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Temporal,0.001153513789176941,0.0006545813133319207,0.0009435998120655622,0.00021921214647591114,0.002970907061050335,arcface_supcon_cnn,2,0.0670415814587593,0.9833725862551456
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Temporal,0.001153513789176941,0.0006545813133319207,0.0009435998120655622,0.00021921214647591114,0.002970907061050335,arcface_supcon_cnn,3,0.0684560327198364,0.9608368258338176
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Temporal,0.001153513789176941,0.0006545813133319207,0.0009435998120655622,0.00021921214647591114,0.002970907061050335,arcface_supcon_cnn,4,0.0680725971370143,0.9884340045590588
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Parietal,0.0008371036965399981,0.0014903413248248398,0.0005795392207801342,0.00029140741389710456,0.0031983916560420766,arcface_supcon_cnn,0,0.0711571233810497,0.9588752780583192
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Parietal,0.0008371036965399981,0.0014903413248248398,0.0005795392207801342,0.00029140741389710456,0.0031983916560420766,arcface_supcon_cnn,1,0.0746932515337423,0.9644922336216112
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Parietal,0.0008371036965399981,0.0014903413248248398,0.0005795392207801342,0.00029140741389710456,0.0031983916560420766,arcface_supcon_cnn,2,0.0670415814587593,0.9833725862551456
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Parietal,0.0008371036965399981,0.0014903413248248398,0.0005795392207801342,0.00029140741389710456,0.0031983916560420766,arcface_supcon_cnn,3,0.0684560327198364,0.9608368258338176
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Parietal,0.0008371036965399981,0.0014903413248248398,0.0005795392207801342,0.00029140741389710456,0.0031983916560420766,arcface_supcon_cnn,4,0.0680725971370143,0.9884340045590588
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Occipital,0.003561549199124176,0.00204813767534991,0.00046678298773864847,4.342968653266643e-05,0.006119899548745401,arcface_supcon_cnn,0,0.0711571233810497,0.9588752780583192
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Occipital,0.003561549199124176,0.00204813767534991,0.00046678298773864847,4.342968653266643e-05,0.006119899548745401,arcface_supcon_cnn,1,0.0746932515337423,0.9644922336216112
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Occipital,0.003561549199124176,0.00204813767534991,0.00046678298773864847,4.342968653266643e-05,0.006119899548745401,arcface_supcon_cnn,2,0.0670415814587593,0.9833725862551456
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Occipital,0.003561549199124176,0.00204813767534991,0.00046678298773864847,4.342968653266643e-05,0.006119899548745401,arcface_supcon_cnn,3,0.0684560327198364,0.9608368258338176
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Occipital,0.003561549199124176,0.00204813767534991,0.00046678298773864847,4.342968653266643e-05,0.006119899548745401,arcface_supcon_cnn,4,0.0680725971370143,0.9884340045590588
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Frontal,0.000986478468846707,0.0007054162699551801,0.0005152031357976644,0.0005938631393724962,0.0028009610139720477,arcface_supcon_cnn,0,0.0703015873015873,0.9601372288359789
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Frontal,0.000986478468846707,0.0007054162699551801,0.0005152031357976644,0.0005938631393724962,0.0028009610139720477,arcface_supcon_cnn,1,0.0700952380952381,0.9682797193877553
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Frontal,0.000986478468846707,0.0007054162699551801,0.0005152031357976644,0.0005938631393724962,0.0028009610139720477,arcface_supcon_cnn,2,0.0652857142857142,0.9822689054232804
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Frontal,0.000986478468846707,0.0007054162699551801,0.0005152031357976644,0.0005938631393724962,0.0028009610139720477,arcface_supcon_cnn,3,0.0742301587301587,0.961393122165533
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Frontal,0.000986478468846707,0.0007054162699551801,0.0005152031357976644,0.0005938631393724962,0.0028009610139720477,arcface_supcon_cnn,4,0.0595873015873015,0.9900805763416476
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Central/Motor,0.0006270562963826311,0.001964702403971128,0.0007000837608107501,0.0012100162649793284,0.004501858726143837,arcface_supcon_cnn,0,0.0703015873015873,0.9601372288359789
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Central/Motor,0.0006270562963826311,0.001964702403971128,0.0007000837608107501,0.0012100162649793284,0.004501858726143837,arcface_supcon_cnn,1,0.0700952380952381,0.9682797193877553
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Neutral,Disgust->Neutral,Central/Motor,0.0006270562963826311,0.001964702403971128,0.0007000837608107501,0.0012100162649793284,0.004501858726143837,arcface_supcon_cnn,2,0.0652857142857142,0.9822689054232804
